,Player,matches,innings,No,Runs,HS,Average,BF,SR,100,50,4,6,season
0,"



Shaun Marsh



",11,11,2,616,115,68.44,441,139.68,1,5,59,26,2008
1,"



Gautam Gambhir


",14,14,1,534,86,41.07,379,140.89,0,5,68,8,2008
2,"



Sanath Jayasuriya


",14,14,2,518,114*,43.16,309,167.63,1,2,58,31,2008
3,"



Shane Watson


",15,15,5,472,76*,47.20,311,151.76,0,4,47,19,2008
4,"



Graeme Smith


",11,11,2,441,91,49.00,362,121.82,0,3,54,8,2008
5,"


Adam Gilchrist

",14,14,1,436,109*,33.53,318,137.10,1,3,51,19,2008
6,"



Yusuf Pathan


",16,15,1,435,68,31.07,243,179.01,0,4,43,25,2008
7,"



Suresh Raina


",16,14,3,421,55*,38.27,296,142.22,0,3,35,18,2008
8,"



MS Dhoni


",16,14,4,414,65,41.40,310,133.54,0,2,38,15,2008
9,"



Virender Sehwag


",14,14,2,406,94*,33.83,220,184.54,0,3,46,21,2008
10,"


Rohit Sharma

",13,12,1,404,76*,36.72,273,147.98,0,4,38,19,2008
11,"



Rahul Dravid


",14,14,1,371,75*,28.53,298,124.49,0,2,35,11,2008
12,"



Sourav Ganguly


",13,13,1,349,91,29.08,307,113.68,0,3,33,15,2008
13,"



Shikhar Dhawan


",14,14,5,340,68*,37.77,295,115.25,0,4,35,8,2008
14,"



Robin Uthappa


",14,14,5,320,48,35.55,279,114.69,0,0,34,9,2008
15,"



Kumar Sangakkara


",10,9,0,320,94,35.55,198,161.61,0,4,41,8,2008
16,"



David Hussey


",13,13,2,319,71,29.00,259,123.16,0,2,19,17,2008
17,"



Swapnil Asnodkar


",9,9,0,311,60,34.55,233,133.47,0,2,43,6,2008
18,"



Parthiv Patel


",13,13,2,302,54,27.45,297,101.68,0,2,42,3,2008
19,"



Yuvraj Singh


",15,14,1,299,57,23.00,184,162.50,0,1,24,19,2008
20,"


Venugopal Rao

",11,10,2,288,71*,36.00,210,137.14,0,2,22,15,2008
21,"



Albie Morkel


",13,10,3,241,71,34.42,163,147.85,0,1,18,14,2008
22,"



Mark Boucher


",10,10,3,225,50*,32.14,177,127.11,0,1,24,6,2008
23,"



James Hopes


",11,11,0,221,71,20.09,148,149.32,0,2,27,8,2008
24,"



Abhishek Nayar


",14,10,2,206,45*,25.75,138,149.27,0,0,16,9,2008
25,"



Jacques Kallis


",11,11,0,199,54,18.09,183,108.74,0,1,23,4,2008
26,"



Stephen Fleming


",10,10,1,196,45,21.77,164,119.51,0,0,27,3,2008
27,"



Salman Butt


",7,7,0,193,73,27.57,161,119.87,0,1,30,2,2008
28,"



Subramaniam Badrinath


",16,11,5,192,64,32.00,130,147.69,0,2,21,8,2008
29,"



Matthew Hayden


",4,4,1,189,81,63.00,131,144.27,0,2,24,6,2008
30,"



Brendon McCullum


",4,4,1,188,158*,62.66,92,204.34,1,0,13,15,2008
31,"



Sachin Tendulkar


",7,7,1,188,65,31.33,177,106.21,0,1,26,2,2008
32,"



Mahela Jayawardena


",13,12,5,179,45*,25.57,131,136.64,0,0,15,7,2008
33,"



Dwayne Bravo


",9,7,1,178,64*,29.66,134,132.83,0,1,19,5,2008
34,"



Mohammad Kaif


",16,14,3,176,34*,16.00,171,102.92,0,0,14,6,2008
35,"



Michael Hussey


",4,3,1,168,116*,84.00,100,168.00,1,0,12,11,2008
36,"


Herschelle Gibbs

",9,9,0,167,47,18.55,153,109.15,0,0,17,8,2008
37,"



Virat Kohli


",13,12,1,165,38,15.00,157,105.09,0,0,18,4,2008
38,"



Laxmi Ratan Shukla


",13,12,4,163,42,20.37,122,133.60,0,0,17,5,2008
39,"


Andrew Symonds

",4,3,1,161,117*,80.50,105,153.33,1,0,15,9,2008
40,"



Wriddhiman Saha


",12,10,5,159,59*,31.80,119,133.61,0,1,12,7,2008
41,"


VVS Laxman

",6,6,1,155,52,31.00,132,117.42,0,1,22,1,2008
42,"



Luke Pomersbach


",5,5,4,152,79*,152.00,99,153.53,0,1,13,9,2008
43,"



Ross Taylor


",4,4,0,149,53,37.25,81,183.95,0,1,13,10,2008
44,"



Shaun Pollock


",13,8,0,147,33,18.37,111,132.43,0,0,12,8,2008
45,"



Vidyut Sivaramakrishnan


",9,8,0,145,54,18.12,109,133.02,0,1,21,3,2008
46,"



Dinesh Karthik


",13,8,2,145,56*,24.16,107,135.51,0,1,13,4,2008
47,"



Ravindra Jadeja


",14,9,2,135,36*,19.28,103,131.06,0,0,11,6,2008
48,"



Irfan Pathan


",14,10,4,131,40,21.83,116,112.93,0,0,9,6,2008
49,"



Kamran Akmal


",6,6,1,128,53*,25.60,78,164.10,0,1,13,8,2008
50,"



MF Maharoof


",10,8,2,125,39,20.83,79,158.22,0,0,10,7,2008
51,"



Misbah-ul-Haq


",8,8,1,117,47*,16.71,81,144.44,0,0,10,6,2008
52,"



Wasim Jaffer


",6,6,0,115,50,19.16,104,110.57,0,1,12,3,2008
53,"



Cameron White


",8,8,1,114,31*,16.28,102,111.76,0,0,8,4,2008
54,"


Scott Styris

",8,8,2,112,36*,18.66,123,91.05,0,0,9,2,2008
55,"



Praveen Kumar


",13,12,2,112,34,11.20,98,114.28,0,0,10,6,2008
56,"


Dwaraka Ravi Teja

",7,6,0,109,40,18.16,82,132.92,0,0,10,5,2008
57,"



Manoj Tiwary


",9,7,3,104,39,26.00,85,122.35,0,0,16,0,2008
58,"



Tillakaratne Dilshan


",7,7,1,104,33,17.33,79,131.64,0,0,14,3,2008
59,"



Debabrata Das


",6,6,0,103,31,17.16,94,109.57,0,0,9,5,2008
60,"



Niraj Patel


",5,4,2,103,57,51.50,81,127.16,0,1,13,1,2008
61,"



Simon Katich


",2,2,1,96,75,96.00,69,139.13,0,1,11,2,2008
62,"



AB de Villiers


",6,6,1,95,26*,19.00,98,96.93,0,0,5,1,2008
63,"



Piyush Chawla


",15,7,3,90,24*,22.50,59,152.54,0,0,10,3,2008
64,"



Shreevats Goswami


",4,3,0,82,52,27.33,85,96.47,0,1,9,1,2008
65,"


Shahid Afridi

",10,9,1,81,33,10.12,46,176.08,0,0,7,6,2008
66,"



Karan Goel


",7,6,0,76,26,12.66,78,97.43,0,0,7,4,2008
67,"



Ramnaresh Sarwan


",4,4,0,73,31,18.25,75,97.33,0,0,6,1,2008
68,"



Shane Warne


",15,7,2,70,22*,14.00,59,118.64,0,0,7,2,2008
69,"



Ajit Agarkar


",9,6,1,54,20,10.80,46,117.39,0,0,5,2,2008
70,"



Shoaib Malik


",7,5,1,52,24,13.00,47,110.63,0,0,5,0,2008
71,"


Arjun Yadav

",8,6,1,49,16,9.80,39,125.64,0,0,5,2,2008
72,"


Sanjay Bangar

",11,7,1,47,17*,7.83,49,95.91,0,0,1,3,2008
73,"



Balachandra Akhil


",7,7,4,46,27*,15.33,31,148.38,0,0,4,3,2008
74,"



Dwayne Smith


",4,3,0,45,20,15.00,40,112.50,0,0,5,1,2008
75,"



Aakash Chopra


",5,5,0,42,24,8.40,52,80.76,0,0,5,0,2008
76,"


LPC Silva

",3,3,1,40,23*,20.00,26,153.84,0,0,5,1,2008
77,"



Ricky Ponting


",4,4,0,39,20,9.75,53,73.58,0,0,2,1,2008
78,"



Umar Gul


",6,4,1,39,24,13.00,19,205.26,0,0,1,5,2008
79,"



Dominic Thornely


",6,4,2,39,30,19.50,53,73.58,0,0,2,2,2008
80,"



Amit Mishra


",6,3,0,37,31,12.33,42,88.09,0,0,3,0,2008
81,"



Sohail Tanvir


",11,5,2,36,13,12.00,29,124.13,0,0,3,1,2008
82,"



Manpreet Gony


",16,5,4,35,15*,35.00,23,152.17,0,0,2,3,2008
83,"



Luke Ronchi


",4,4,0,34,13,8.50,32,106.25,0,0,6,1,2008
84,"



Mahesh Rawat


",11,7,3,34,23*,8.50,39,87.17,0,0,3,1,2008
85,"



Rajat Bhatia


",9,3,1,34,17,17.00,28,121.42,0,0,2,2,2008
86,"



Zaheer Khan


",11,8,4,34,17*,8.50,43,79.06,0,0,4,0,2008
87,"



Pinal Shah


",5,4,0,34,19,8.50,35,97.14,0,0,4,0,2008
88,"



Dinesh Salunkhe


",6,3,1,33,26*,16.50,24,137.50,0,0,5,0,2008
89,"



Tatenda Taibu


",3,3,0,31,15,10.33,26,119.23,0,0,3,0,2008
90,"



Harbhajan Singh


",3,3,1,30,28,15.00,17,176.47,0,0,1,3,2008
91,"



Murali Kartik


",6,3,0,30,17,10.00,27,111.11,0,0,3,0,2008
92,"



Ramesh Powar


",5,1,1,28,28*,0.00,21,133.33,0,0,4,1,2008
93,"


RP Singh

",14,9,5,27,10,6.75,24,112.50,0,0,2,1,2008
94,"



Saurabh Tiwary


",3,2,0,26,17,13.00,20,130.00,0,0,3,1,2008
95,"



Wilkin Mota


",4,2,1,26,25,26.00,27,96.29,0,0,2,0,2008
96,"



Shivnarine Chanderpaul


",3,3,0,25,16,8.33,31,80.64,0,0,4,0,2008
97,"



Vinay Kumar


",8,4,1,25,23,8.33,22,113.63,0,0,2,1,2008
98,"



Musavir Khote


",4,3,1,24,9,12.00,22,109.09,0,0,2,1,2008
99,"



Jagadeesh Arunkumar


",3,3,0,23,22,7.66,23,100.00,0,0,5,0,2008
100,"


Chaminda Vaas

",5,4,1,21,12*,7.00,18,116.66,0,0,0,1,2008
101,"



Bharat Chipli


",3,3,0,20,10,6.66,28,71.42,0,0,3,0,2008
102,"



Mohammad Hafeez


",8,3,1,20,13,10.00,22,90.90,0,0,2,1,2008
103,"



Darren Lehmann


",2,2,0,18,17,9.00,18,100.00,0,0,3,0,2008
104,"



Siddharth Chitnis


",3,2,0,18,15,9.00,10,180.00,0,0,1,1,2008
105,"



Jacob Oram


",4,3,2,18,13,18.00,12,150.00,0,0,1,1,2008
106,"



Brett Lee


",4,3,2,17,16*,17.00,13,130.76,0,0,2,1,2008
107,"



Chamara Kapugedera


",5,3,0,16,8,5.33,23,69.56,0,0,0,0,2008
108,"



Joginder Sharma


",8,3,1,16,16,8.00,11,145.45,0,0,1,1,2008
109,"



Yo Mahesh


",11,5,3,15,6*,7.50,27,55.55,0,0,0,0,2008
110,"



Devraj Patil


",2,2,0,13,9,6.50,13,100.00,0,0,1,0,2008
111,"



Anil Kumble


",10,5,3,13,8,6.50,17,76.47,0,0,1,0,2008
112,"



Brad Hodge


",3,3,0,12,10,4.00,17,70.58,0,0,2,0,2008
113,"



Ishant Sharma


",13,6,5,11,4*,11.00,11,100.00,0,0,1,0,2008
114,"


Nuwan Zoysa

",3,2,1,11,10*,11.00,9,122.22,0,0,1,0,2008
115,"



Makhaya Ntini


",9,2,1,11,11,11.00,18,61.11,0,0,2,0,2008
116,"



Taruwar Kohli


",2,2,0,10,7,5.00,15,66.66,0,0,0,1,2008
117,"



Dimitri Mascarenhas


",1,1,0,9,9,9.00,8,112.50,0,0,0,1,2008
118,"



Ashley Noffke


",1,1,0,9,9,9.00,10,90.00,0,0,1,0,2008
119,"



Tanmay Srivastava


",5,2,1,8,7,8.00,10,80.00,0,0,0,0,2008
120,"



Rohan Raje


",6,3,3,8,6*,0.00,9,88.88,0,0,1,0,2008
121,"



Sunil Joshi


",4,2,0,6,3,3.00,14,42.85,0,0,0,0,2008
122,"



Pankaj Singh


",5,2,2,5,4*,0.00,8,62.50,0,0,0,0,2008
123,"



Siddharth Trivedi


",15,3,2,5,3*,5.00,12,41.66,0,0,0,0,2008
124,"



Sunny Sohal


",2,2,0,4,4,2.00,8,50.00,0,0,0,0,2008
125,"



Ajinkya Rahane


",2,2,0,4,4,2.00,17,23.52,0,0,1,0,2008
126,"



Vikram Singh


",13,2,0,4,4,2.00,3,133.33,0,0,1,0,2008
127,"



Glenn McGrath


",14,3,2,4,4*,4.00,5,80.00,0,0,1,0,2008
128,"



Younis Khan


",1,1,0,3,3,3.00,7,42.85,0,0,0,0,2008
0,"



Matthew Hayden



",12,12,1,572,89,52.00,395,144.81,0,5,60,22,2009
1,"


Adam Gilchrist

",16,16,0,495,85,30.93,325,152.30,0,3,54,29,2009
2,"



Suresh Raina


",14,14,0,434,98,31.00,308,140.90,0,2,37,21,2009
3,"



JP Duminy


",13,12,3,372,62,41.33,325,114.46,0,5,26,11,2009
4,"


Herschelle Gibbs

",14,14,3,371,69*,33.72,331,112.08,0,4,32,12,2009
5,"



Brad Hodge


",12,12,3,365,73,40.55,310,117.74,0,3,34,9,2009
6,"



Sachin Tendulkar


",13,13,2,364,68,33.09,303,120.13,0,2,39,10,2009
7,"


Rohit Sharma

",16,16,3,362,52,27.84,315,114.92,0,1,22,18,2009
8,"



Jacques Kallis


",15,15,2,361,69*,27.76,332,108.73,0,3,37,8,2009
9,"



Yuvraj Singh


",14,14,2,340,58*,28.33,294,115.64,0,2,25,16,2009
10,"



MS Dhoni


",14,13,5,332,58*,41.50,261,127.20,0,2,22,9,2009
11,"



Kumar Sangakkara


",14,13,2,332,60,30.18,324,102.46,0,2,29,5,2009
12,"



Ravindra Jadeja


",13,13,2,295,42,26.81,266,110.90,0,0,21,6,2009
13,"



Brendon McCullum


",13,13,1,285,84*,23.75,239,119.24,0,2,27,12,2009
14,"



Ross Taylor


",11,11,2,280,81*,31.11,208,134.61,0,1,20,15,2009
15,"



Rahul Dravid


",13,12,0,271,66,22.58,234,115.81,0,1,28,3,2009
16,"


Andrew Symonds

",8,8,1,249,60*,35.57,166,150.00,0,1,15,11,2009
17,"



Virat Kohli


",16,13,2,246,50,22.36,219,112.32,0,1,22,8,2009
18,"



Yusuf Pathan


",13,13,1,243,62*,20.25,183,132.78,0,1,24,12,2009
19,"


Tirumalasetti Suman

",12,12,2,237,41*,23.70,190,124.73,0,0,18,8,2009
20,"



Sanath Jayasuriya


",12,12,0,221,52,18.41,192,115.10,0,2,23,7,2009
21,"



Mahela Jayawardena


",10,10,4,219,52*,36.50,165,132.72,0,1,17,7,2009
22,"



Dwayne Bravo


",11,10,2,218,70*,27.25,203,107.38,0,2,15,8,2009
23,"


Dwayne Smith

",8,8,0,215,49,26.87,132,162.87,0,0,12,15,2009
24,"



Graeme Smith


",12,12,1,212,77,19.27,216,98.14,0,1,27,1,2009
25,"



Irfan Pathan


",14,12,2,196,39,19.60,158,124.05,0,0,17,6,2009
26,"



Abhishek Nayar


",13,11,2,193,35,21.44,152,126.97,0,0,14,7,2009
27,"



Sourav Ganguly


",13,11,0,189,46,17.18,207,91.30,0,0,13,6,2009
28,"



Subramaniam Badrinath


",14,11,2,177,59*,19.66,164,107.92,0,1,20,4,2009
29,"



Robin Uthappa


",15,13,2,175,66*,15.90,170,102.94,0,1,18,3,2009
30,"



Chris Gayle


",7,7,1,171,44*,28.50,143,119.58,0,0,15,10,2009
31,"



Naman Ojha


",8,8,1,168,68,24.00,144,116.66,0,2,11,11,2009
32,"



Manish Pandey


",5,4,2,168,114*,84.00,118,142.37,1,0,17,4,2009
33,"



Mark Boucher


",12,9,4,150,48*,30.00,116,129.31,0,0,8,6,2009
34,"



Simon Katich


",9,9,0,145,50,16.11,117,123.93,0,1,15,6,2009
35,"



Ajinkya Rahane


",8,7,1,144,62*,24.00,123,117.07,0,2,12,3,2009
36,"



Parthiv Patel


",9,9,0,142,36,15.77,126,112.69,0,0,19,2,2009
37,"



Ravi Bopara


",5,5,0,138,84,27.60,119,115.96,0,1,8,7,2009
38,"


Venugopal Rao

",16,13,2,124,32,11.27,114,108.77,0,0,6,3,2009
39,"



Karan Goel


",9,9,1,124,38,15.50,133,93.23,0,0,9,4,2009
40,"



Roelof van der Merwe


",10,8,0,122,35,15.25,98,124.48,0,0,8,8,2009
41,"



Sunny Sohal


",8,8,0,115,43,14.37,93,123.65,0,0,9,8,2009
42,"



Shane Warne


",13,11,3,108,34*,13.50,116,93.10,0,0,6,4,2009
43,"



Rob Quiney


",7,7,0,103,51,14.71,102,100.98,0,1,12,3,2009
44,"



David Hussey


",4,4,0,98,43,24.50,59,166.10,0,0,7,6,2009
45,"



Swapnil Asnodkar


",8,8,0,98,44,12.25,93,105.37,0,0,11,4,2009
46,"



Albie Morkel


",12,10,6,97,21*,24.25,70,138.57,0,0,8,4,2009
47,"



Kevin Pietersen


",6,6,0,93,37,15.50,85,109.41,0,0,8,2,2009
48,"



Jacob Oram


",11,8,2,88,41*,14.66,93,94.62,0,0,5,4,2009
49,"



Harbhajan Singh


",13,10,2,84,20,10.50,53,158.49,0,0,6,5,2009
50,"



Laxmi Ratan Shukla


",9,6,1,83,48*,16.60,85,97.64,0,0,5,3,2009
51,"



Lee Carseldine


",5,5,1,81,39,20.25,68,119.11,0,0,11,0,2009
52,"



Abhishek Raut


",9,7,3,78,36*,19.50,61,127.86,0,0,5,3,2009
53,"



Wriddhiman Saha


",8,7,4,72,25*,24.00,41,175.60,0,0,3,4,2009
54,"


Azhar Bilakhia

",6,6,2,67,22,16.75,81,82.71,0,0,5,0,2009
55,"



Ajit Agarkar


",11,7,5,66,39,33.00,57,115.78,0,0,3,3,2009
56,"


Dwaraka Ravi Teja

",9,6,3,65,27,21.66,70,92.85,0,0,7,0,2009
57,"



Praveen Kumar


",13,8,3,65,14*,13.00,46,141.30,0,0,1,6,2009
58,"



Andrew Flintoff


",3,3,1,62,24,31.00,53,116.98,0,0,5,2,2009
59,"



Murali Vijay


",4,4,0,60,31,15.00,67,89.55,0,0,4,2,2009
60,"



Jesse Ryder


",5,5,0,56,32,11.20,49,114.28,0,0,9,0,2009
61,"



Shreevats Goswami


",2,2,0,53,43,26.50,60,88.33,0,0,6,0,2009
62,"



Pinal Shah


",9,5,2,53,29,17.66,51,103.92,0,0,4,2,2009
63,"



Vinay Kumar


",11,8,3,47,12,9.40,44,106.81,0,0,4,1,2009
64,"



Yashpal Singh


",8,4,0,47,20,11.75,66,71.21,0,0,5,0,2009
65,"



Johan Botha


",3,3,1,47,37,23.50,40,117.50,0,0,5,0,2009
66,"



George Bailey


",3,2,0,45,30,22.50,39,115.38,0,0,7,0,2009
67,"



Luke Pomersbach


",4,4,0,41,26,10.25,49,83.67,0,0,3,1,2009
68,"



Shikhar Dhawan


",5,4,0,40,22,10.00,45,88.88,0,0,3,0,2009
69,"



Shikhar Dhawan


",5,4,0,40,22,10.00,45,88.88,0,0,3,0,2009
70,"



Dimitri Mascarenhas


",5,4,0,39,27,9.75,39,100.00,0,0,4,0,2009
71,"



Moises Henriques


",4,3,1,38,30*,19.00,40,95.00,0,0,2,1,2009
72,"



Munaf Patel


",11,5,2,33,23*,11.00,26,126.92,0,0,5,0,2009
73,"



Piyush Chawla


",14,10,5,31,8*,6.20,36,86.11,0,0,3,0,2009
74,"


Chaminda Vaas

",2,2,1,30,20,30.00,21,142.85,0,0,1,1,2009
75,"



Wilkin Mota


",8,6,1,30,12,6.00,48,62.50,0,0,0,0,2009
76,"



Brett Lee


",5,4,2,28,14*,14.00,34,82.35,0,0,2,1,2009
77,"



Amit Mishra


",11,5,2,26,13*,8.66,20,130.00,0,0,2,2,2009
78,"



Ramesh Powar


",9,4,3,23,10,23.00,22,104.54,0,0,2,0,2009
79,"



Murali Kartik


",10,2,2,21,11*,0.00,20,105.00,0,0,0,0,2009
80,"


Ryan Harris

",8,5,4,21,9*,21.00,18,116.66,0,0,0,0,2009
81,"



Joginder Sharma


",4,2,1,20,16*,20.00,18,111.11,0,0,0,1,2009
82,"



Shadab Jakati


",9,2,1,20,13,20.00,15,133.33,0,0,3,0,2009
83,"



Rajesh Bishnoi


",3,3,0,19,18,6.33,17,111.76,0,0,1,2,2009
84,"


VVS Laxman

",5,5,0,19,10,3.80,33,57.57,0,0,1,1,2009
85,"



Niraj Patel


",4,2,0,18,14,9.00,38,47.36,0,0,1,0,2009
86,"



Balachandra Akhil


",6,3,1,17,9,8.50,15,113.33,0,0,1,1,2009
87,"



Angelo Mathews


",1,1,0,16,16,16.00,13,123.07,0,0,2,0,2009
88,"



Mahesh Rawat


",5,3,3,16,8*,0.00,19,84.21,0,0,1,0,2009
89,"



Ishant Sharma


",11,3,1,16,9,8.00,13,123.07,0,0,1,1,2009
90,"



Ishant Sharma


",11,3,1,16,9,8.00,13,123.07,0,0,1,1,2009
91,"



Anil Kumble


",16,7,6,16,7*,16.00,19,84.21,0,0,2,0,2009
92,"



Wasim Jaffer


",2,2,0,15,8,7.50,17,88.23,0,0,2,0,2009
93,"



Graham Napier


",1,1,0,15,15,15.00,16,93.75,0,0,1,0,2009
94,"


Scott Styris

",2,1,0,14,14,14.00,8,175.00,0,0,0,1,2009
95,"



Saurabh Tiwary


",4,3,2,13,6*,13.00,12,108.33,0,0,0,0,2009
96,"



Manpreet Gony


",7,3,1,13,7,6.50,7,185.71,0,0,0,2,2009
97,"



Rohan Raje


",4,2,1,12,11*,12.00,9,133.33,0,0,0,1,2009
98,"



Tyron Henderson


",2,2,0,11,11,5.50,16,68.75,0,0,0,1,2009
99,"



Aakash Chopra


",2,1,0,11,11,11.00,19,57.89,0,0,2,0,2009
100,"



Dillon du Preez


",2,1,0,10,10,10.00,13,76.92,0,0,0,0,2009
101,"



Shane Harwood


",3,2,2,9,6*,0.00,14,64.28,0,0,0,0,2009
102,"



Siddharth Trivedi


",7,3,1,9,6*,4.50,18,50.00,0,0,0,0,2009
103,"



Dhawal Kulkarni


",8,4,2,9,7*,4.50,17,52.94,0,0,0,0,2009
104,"



Ravichandran Ashwin


",2,1,0,8,8,8.00,15,53.33,0,0,1,0,2009
105,"



Zaheer Khan


",6,4,3,8,4*,8.00,11,72.72,0,0,0,0,2009
106,"



Morne Morkel


",2,1,0,8,8,8.00,8,100.00,0,0,1,0,2009
107,"



Muttiah Muralitharan


",13,4,2,8,4,4.00,8,100.00,0,0,1,0,2009
108,"


RP Singh

",16,6,2,8,4,2.00,17,47.05,0,0,0,0,2009
109,"



Arindam Ghosh


",2,2,0,7,7,3.50,8,87.50,0,0,1,0,2009
110,"



Shoaib Shaikh


",2,1,0,6,6,6.00,7,85.71,0,0,1,0,2009
111,"



Siddharth Chitnis


",1,1,0,6,6,6.00,8,75.00,0,0,1,0,2009
112,"



Paul Valthaty


",2,2,0,6,5,3.00,12,50.00,0,0,1,0,2009
113,"



Shanthakumaran Sreesanth


",7,2,2,5,4*,0.00,18,27.77,0,0,1,0,2009
114,"



Lakshmipathy Balaji


",13,4,1,4,2*,1.33,10,40.00,0,0,0,0,2009
115,"



Kamran Khan


",5,1,0,3,3,3.00,5,60.00,0,0,0,0,2009
116,"



Thilan Thushara


",2,2,1,2,1*,2.00,7,28.57,0,0,0,0,2009
117,"



Mashrafe Mortaza


",1,1,1,2,2*,0.00,2,100.00,0,0,0,0,2009
118,"



Ashok Dinda


",9,2,0,2,2,1.00,3,66.66,0,0,0,0,2009
119,"



Mohammad Ashraful


",1,1,0,2,2,2.00,10,20.00,0,0,0,0,2009
120,"



Pankaj Singh


",3,2,1,1,1*,1.00,2,50.00,0,0,0,0,2009
121,"


Shoaib Ahmed

",7,3,1,1,1*,0.50,6,16.66,0,0,0,0,2009
122,"



Amit Singh


",5,2,1,1,1*,1.00,3,33.33,0,0,0,0,2009
123,"


Pragyan Ojha

",15,4,1,1,1,0.33,7,14.28,0,0,0,0,2009
124,"



Taruwar Kohli


",2,2,1,1,1,1.00,4,25.00,0,0,0,0,2009
125,"



Ajantha Mendis


",4,1,0,0,0*,0.00,1,0.00,0,0,0,0,2009
126,"



Tanmay Srivastava


",2,1,1,0,0*,0.00,1,0.00,0,0,0,0,2009
127,"



Chetanya Nanda


",3,1,0,0,0*,0.00,1,0.00,0,0,0,0,2009
128,"



Dale Steyn


",3,2,1,0,0*,0.00,3,0.00,0,0,0,0,2009
0,"



Sachin Tendulkar



",15,15,2,618,89*,47.53,466,132.61,0,5,86,3,2010
1,"



Jacques Kallis


",16,16,4,572,89*,47.66,494,115.78,0,6,67,9,2010
2,"



Suresh Raina


",16,16,5,520,83*,47.27,364,142.85,0,4,45,22,2010
3,"



Sourav Ganguly


",14,14,1,493,88,37.92,419,117.66,0,4,58,15,2010
4,"



Murali Vijay


",15,15,2,458,127,35.23,292,156.84,1,2,36,26,2010
5,"



Mahela Jayawardena


",13,13,3,439,110*,43.90,298,147.31,1,1,55,11,2010
6,"


Andrew Symonds

",16,16,2,429,54,30.64,341,125.80,0,4,35,18,2010
7,"



Saurabh Tiwary


",16,15,1,419,61,29.92,309,135.59,0,3,29,18,2010
8,"


Rohit Sharma

",16,16,2,404,73,28.85,302,133.77,0,3,36,14,2010
9,"



Naman Ojha


",14,14,2,377,94*,31.41,285,132.28,0,2,42,15,2010
10,"



Robin Uthappa


",16,14,2,374,68*,31.16,218,171.55,0,3,21,27,2010
11,"



Kumar Sangakkara


",13,12,0,357,56,29.75,257,138.91,0,2,47,5,2010
12,"



Ambati Rayudu


",14,14,1,356,55*,27.38,246,144.71,0,2,34,13,2010
13,"



Subramaniam Badrinath


",16,15,4,356,55*,32.36,303,117.49,0,2,41,5,2010
14,"



Virender Sehwag


",14,14,0,356,75,25.42,218,163.30,0,3,47,14,2010
15,"



Matthew Hayden


",16,16,0,346,93,21.62,279,124.01,0,1,37,16,2010
16,"



Yusuf Pathan


",14,14,2,333,100,27.75,201,165.67,1,1,22,24,2010
17,"


Tirumalasetti Suman

",14,14,5,307,78*,34.11,257,119.45,0,2,23,12,2010
18,"



Virat Kohli


",16,13,2,307,58,27.90,212,144.81,0,1,26,12,2010
19,"



Chris Gayle


",9,9,0,292,88,32.44,184,158.69,0,2,30,16,2010
20,"


Adam Gilchrist

",16,16,0,289,54,18.06,185,156.21,0,1,31,16,2010
21,"



MS Dhoni


",13,11,2,287,66*,31.88,210,136.66,0,2,26,8,2010
22,"



David Warner


",11,11,1,282,107*,28.20,191,147.64,1,1,27,14,2010
23,"



Michael Lumb


",11,11,0,278,83,25.27,192,144.79,0,1,45,6,2010
24,"



Dinesh Karthik


",14,14,1,278,69,21.38,237,117.29,0,1,26,6,2010
25,"



Gautam Gambhir


",11,10,1,277,72,30.77,217,127.64,0,2,32,2,2010
26,"



Irfan Pathan


",14,13,5,276,60,34.50,186,148.38,0,1,21,10,2010
27,"



Kieron Pollard


",14,14,2,273,45*,22.75,147,185.71,0,0,23,17,2010
28,"


Herschelle Gibbs

",10,10,0,267,50,26.70,235,113.61,0,1,26,9,2010
29,"



Rahul Dravid


",16,11,2,256,52,28.44,199,128.64,0,1,34,3,2010
30,"



Yuvraj Singh


",14,14,2,255,43,21.25,199,128.14,0,0,20,14,2010
31,"



Manish Pandey


",13,13,1,249,42*,20.75,226,110.17,0,0,27,7,2010
32,"



Ravi Bopara


",10,9,1,248,77,31.00,214,115.88,0,2,25,3,2010
33,"



Manoj Tiwary


",13,11,2,237,75*,26.33,186,127.41,0,2,23,5,2010
34,"



Kevin Pietersen


",7,7,3,236,66*,59.00,157,150.31,0,2,23,8,2010
35,"



Angelo Mathews


",14,11,4,233,65*,33.28,184,126.63,0,1,18,8,2010
36,"



Manvinder Bisla


",10,10,0,218,75,21.80,178,122.47,0,1,27,6,2010
37,"



Paul Collingwood


",8,7,2,203,75*,40.60,156,130.12,0,3,9,13,2010
38,"



Albie Morkel


",14,11,3,198,62,24.75,131,151.14,0,1,10,13,2010
39,"



Shikhar Dhawan


",10,10,0,191,56,19.10,170,112.35,0,2,23,3,2010
40,"



Shane Watson


",6,5,0,185,60,37.00,114,162.28,0,2,18,9,2010
41,"



Abhishek Jhunjhunwala


",13,11,2,183,53*,20.33,166,110.24,0,1,16,4,2010
42,"



Adam Voges


",9,7,3,181,45*,45.25,143,126.57,0,0,15,3,2010
43,"


Mohnish Mishra

",11,11,0,166,41,15.09,144,115.27,0,0,18,6,2010
44,"



Faiz Fazal


",10,9,1,164,45,20.50,154,106.49,0,0,19,1,2010
45,"



JP Duminy


",7,7,2,157,42*,31.40,131,119.84,0,0,13,5,2010
